ad_id,ad_name,campaign_id,campaign_name,ad_type,platform,reporting_date,age_group,gender,impressions,clicks,spend,conversions,conversion_value
AD_0626,Ad Creative 626,CMP_17,Campaign 10,Carousel,Instagram,14-07-24,35-44,Male,70057,9503,8233.24,360,4017.88
AD_0627,Ad Creative 627,CMP_18,Campaign 20,Image,Instagram,15-07-24,18-24,Male,13434,3569,5034.08,158,13404.98
AD_0628,Ad Creative 628,CMP_05,Campaign 15,Carousel,Facebook,23-07-24,35-44,Male,17210,284,3482.43,245,17687.67
AD_0629,Ad Creative 629,CMP_08,Campaign 10,Video,Facebook,05-07-24,18-24,Female,97587,1943,1287.58,227,16453.41
AD_0630,Ad Creative 630,CMP_14,Campaign 2,Video,Facebook,02-07-24,55+,All,90556,1830,188.55,79,4233.05
AD_0631,Ad Creative 631,CMP_10,Campaign 1,Image,Facebook,30-07-24,55+,Male,7778,3842,9085.34,121,1681.34
AD_0632,Ad Creative 632,CMP_05,Campaign 9,Carousel,Instagram,06-07-24,55+,All,77028,3277,6706.17,189,2387.7
AD_0633,Ad Creative 633,CMP_19,Campaign 1,Video,Facebook,31-07-24,35-44,Male,80351,3962,5702.57,517,9781.39
AD_0634,Ad Creative 634,CMP_07,Campaign 17,Text,Instagram,23-07-24,55+,Male,98840,8800,9735.81,4,75.53
AD_0635,Ad Creative 635,CMP_14,Campaign 7,Video,Instagram,04-07-24,35-44,Male,57637,1758,8347.5,185,18188.66
AD_0636,Ad Creative 636,CMP_10,Campaign 18,Image,Facebook,11-07-24,45-54,Male,61076,1807,1359.56,532,41817.66
AD_0637,Ad Creative 637,CMP_15,Campaign 8,Text,Instagram,28-07-24,45-54,Male,50444,4646,6004.09,467,17783.65
AD_0638,Ad Creative 638,CMP_16,Campaign 4,Text,Instagram,17-07-24,18-24,Male,9133,7793,6791.47,961,25117.42
AD_0639,Ad Creative 639,CMP_06,Campaign 3,Carousel,Facebook,11-07-24,25-34,All,18801,6468,6950.52,410,40172.36
AD_0640,Ad Creative 640,CMP_09,Campaign 19,Carousel,Instagram,12-07-24,45-54,All,53000,2011,8381.17,238,17913.79
AD_0641,Ad Creative 641,CMP_15,Campaign 4,Image,Instagram,16-07-24,45-54,Male,79068,6626,5114.39,496,11538.78
AD_0642,Ad Creative 642,CMP_03,Campaign 16,Image,Facebook,13-07-24,55+,All,82371,2205,996.48,30,442.7
AD_0643,Ad Creative 643,CMP_03,Campaign 17,Text,Instagram,07-07-24,35-44,All,42864,2502,6219.86,310,5787.71
AD_0644,Ad Creative 644,CMP_18,Campaign 18,Image,Facebook,14-07-24,18-24,Female,65270,8032,2617.02,516,21117.51
AD_0645,Ad Creative 645,CMP_02,Campaign 6,Carousel,Facebook,16-07-24,45-54,Male,59007,5153,3763.68,873,44845.19
AD_0646,Ad Creative 646,CMP_16,Campaign 18,Text,Instagram,18-07-24,25-34,All,40964,6374,7640.23,499,30537.29
AD_0647,Ad Creative 647,CMP_20,Campaign 12,Carousel,Instagram,02-07-24,18-24,All,7315,3206,4947.16,269,26194.78
AD_0648,Ad Creative 648,CMP_19,Campaign 1,Carousel,Instagram,04-07-24,45-54,Female,5923,1050,3664.42,857,71010.86
AD_0649,Ad Creative 649,CMP_08,Campaign 10,Image,Facebook,28-07-24,35-44,Male,46850,6749,564.96,359,11481.04
AD_0650,Ad Creative 650,CMP_14,Campaign 19,Text,Instagram,01-07-24,45-54,All,44259,2781,5384.4,20,267.28
AD_0651,Ad Creative 651,CMP_04,Campaign 16,Image,Facebook,11-07-24,45-54,All,2924,1296,5703.75,386,15060.92
AD_0652,Ad Creative 652,CMP_14,Campaign 7,Text,Facebook,27-07-24,55+,Male,87485,5563,6148.47,170,7259.01
AD_0653,Ad Creative 653,CMP_08,Campaign 20,Image,Facebook,19-07-24,35-44,Female,37674,4344,2973.55,48,2957.61
AD_0654,Ad Creative 654,CMP_03,Campaign 10,Carousel,Instagram,22-07-24,55+,Female,8827,8700,4271.35,486,20051.62
AD_0655,Ad Creative 655,CMP_18,Campaign 6,Image,Facebook,19-07-24,45-54,Male,26234,6788,2513.02,411,23173.51
AD_0656,Ad Creative 656,CMP_20,Campaign 14,Image,Facebook,12-07-24,45-54,Male,86623,7656,9371.66,274,15876.86
AD_0657,Ad Creative 657,CMP_14,Campaign 14,Carousel,Facebook,21-07-24,25-34,Female,31516,2465,6853.22,764,28286.96
AD_0658,Ad Creative 658,CMP_08,Campaign 13,Video,Facebook,05-07-24,25-34,Male,34997,4702,1606.26,661,47471
AD_0659,Ad Creative 659,CMP_14,Campaign 2,Video,Facebook,09-07-24,25-34,Male,32199,5087,4854.08,475,47127.78
AD_0660,Ad Creative 660,CMP_02,Campaign 16,Image,Facebook,28-07-24,18-24,Female,33878,4551,5507.29,674,45822.86
AD_0661,Ad Creative 661,CMP_12,Campaign 3,Text,Facebook,08-07-24,18-24,All,78862,4882,636.29,887,85114.71
AD_0662,Ad Creative 662,CMP_19,Campaign 17,Carousel,Instagram,29-07-24,18-24,Male,96279,8196,1206.87,955,66639.46
AD_0663,Ad Creative 663,CMP_19,Campaign 13,Video,Instagram,07-07-24,25-34,Male,78629,2003,8066.97,791,31351.86
AD_0664,Ad Creative 664,CMP_19,Campaign 2,Text,Instagram,23-07-24,18-24,Female,22967,3507,2745.84,993,46426.52
AD_0665,Ad Creative 665,CMP_05,Campaign 12,Text,Instagram,27-07-24,35-44,Male,71541,6943,6827.54,486,46995.41
AD_0666,Ad Creative 666,CMP_02,Campaign 8,Carousel,Instagram,10-07-24,35-44,All,84603,9925,8414.81,35,2436
AD_0667,Ad Creative 667,CMP_01,Campaign 13,Carousel,Instagram,03-07-24,25-34,Female,16007,8763,2364.2,887,44187.02
AD_0668,Ad Creative 668,CMP_14,Campaign 2,Carousel,Facebook,27-07-24,45-54,Female,27585,2625,4388.74,937,36118.16
AD_0669,Ad Creative 669,CMP_04,Campaign 6,Carousel,Facebook,12-07-24,45-54,All,96602,6765,8411.71,948,70687.38
AD_0670,Ad Creative 670,CMP_02,Campaign 6,Text,Facebook,01-07-24,45-54,Male,95591,8973,3268.02,755,54789.53
AD_0671,Ad Creative 671,CMP_08,Campaign 17,Video,Instagram,26-07-24,35-44,Female,82362,5006,5758.31,321,6411.83
AD_0672,Ad Creative 672,CMP_11,Campaign 10,Video,Facebook,14-07-24,35-44,Male,62710,2187,1735.2,266,16856.91
AD_0673,Ad Creative 673,CMP_01,Campaign 1,Video,Facebook,15-07-24,25-34,Female,51586,6182,8346.87,967,59311.09
AD_0674,Ad Creative 674,CMP_09,Campaign 5,Image,Instagram,06-07-24,55+,Male,91925,2764,4010.65,50,2430.07
AD_0675,Ad Creative 675,CMP_15,Campaign 16,Image,Facebook,23-07-24,25-34,Male,1860,1471,4351.87,538,49925.87
AD_0676,Ad Creative 676,CMP_07,Campaign 20,Video,Instagram,24-07-24,25-34,Female,34901,4717,4941.93,764,16592.51
AD_0677,Ad Creative 677,CMP_09,Campaign 8,Text,Facebook,12-07-24,55+,All,23651,6693,1459.86,811,29291.18
AD_0678,Ad Creative 678,CMP_11,Campaign 13,Video,Instagram,23-07-24,45-54,All,84844,7506,103.7,87,1912.99
AD_0679,Ad Creative 679,CMP_11,Campaign 8,Text,Instagram,20-07-24,55+,All,78285,4198,953.25,74,1131.29
AD_0680,Ad Creative 680,CMP_10,Campaign 13,Carousel,Facebook,31-07-24,55+,Male,98083,745,2536.94,5,328.85
AD_0681,Ad Creative 681,CMP_11,Campaign 15,Video,Facebook,11-07-24,55+,Female,76095,2938,1699.08,266,14458.59
AD_0682,Ad Creative 682,CMP_16,Campaign 9,Carousel,Instagram,10-07-24,35-44,All,18595,4266,3133.04,119,11669.91
AD_0683,Ad Creative 683,CMP_11,Campaign 16,Video,Instagram,02-07-24,25-34,Male,99829,4321,3130.45,529,47790.1
AD_0684,Ad Creative 684,CMP_15,Campaign 14,Image,Instagram,02-07-24,45-54,Female,7162,1883,359.1,187,6249.57
AD_0685,Ad Creative 685,CMP_05,Campaign 4,Carousel,Facebook,07-07-24,35-44,Male,92943,9189,4577.87,496,9981.59
AD_0686,Ad Creative 686,CMP_19,Campaign 7,Image,Facebook,14-07-24,18-24,Male,22068,8335,2728.28,842,75931.99
AD_0687,Ad Creative 687,CMP_04,Campaign 13,Carousel,Facebook,27-07-24,35-44,Male,65298,1545,3286.91,908,32311.46
AD_0688,Ad Creative 688,CMP_15,Campaign 9,Image,Instagram,02-07-24,55+,Female,3794,332,8307.08,235,16299.26
AD_0689,Ad Creative 689,CMP_10,Campaign 11,Image,Facebook,18-07-24,55+,Female,42597,9325,2114.06,132,1898.35
AD_0690,Ad Creative 690,CMP_13,Campaign 3,Image,Facebook,06-07-24,45-54,Female,12140,6534,1780.52,261,25279.01
AD_0691,Ad Creative 691,CMP_10,Campaign 20,Video,Instagram,22-07-24,18-24,Female,37357,2525,2985.82,123,10098.18
AD_0692,Ad Creative 692,CMP_09,Campaign 19,Text,Facebook,25-07-24,45-54,Female,67204,3274,4454.7,501,22508.96
AD_0693,Ad Creative 693,CMP_17,Campaign 11,Text,Facebook,21-07-24,25-34,Female,80470,3053,6307.05,444,8154.18
AD_0694,Ad Creative 694,CMP_16,Campaign 10,Video,Facebook,22-07-24,35-44,Male,69121,8596,2907.38,85,4195.77
AD_0695,Ad Creative 695,CMP_02,Campaign 17,Image,Instagram,14-07-24,18-24,Female,68572,7007,5685.57,302,17996.03
AD_0696,Ad Creative 696,CMP_03,Campaign 17,Image,Facebook,24-07-24,45-54,Male,86629,9313,2534.18,832,27403.93
AD_0697,Ad Creative 697,CMP_10,Campaign 11,Text,Instagram,20-07-24,35-44,Female,23892,6438,833.36,46,4089.77
AD_0698,Ad Creative 698,CMP_09,Campaign 4,Text,Facebook,01-07-24,45-54,Male,24545,3458,782.67,189,18596.99
AD_0699,Ad Creative 699,CMP_20,Campaign 16,Carousel,Instagram,23-07-24,45-54,Female,1753,351,4771.46,335,24207.96
AD_0700,Ad Creative 700,CMP_01,Campaign 7,Image,Facebook,16-07-24,25-34,All,11496,2049,139.25,138,2769.95
AD_0701,Ad Creative 701,CMP_07,Campaign 3,Carousel,Instagram,05-07-24,45-54,Female,31700,7139,6260.78,862,69909.1
AD_0702,Ad Creative 702,CMP_15,Campaign 16,Text,Facebook,28-07-24,45-54,All,2869,477,9024.2,85,6501.68
AD_0703,Ad Creative 703,CMP_02,Campaign 11,Image,Facebook,21-07-24,45-54,Female,31811,3298,5694.52,301,25598.69
AD_0704,Ad Creative 704,CMP_02,Campaign 16,Text,Instagram,17-07-24,55+,All,64982,9480,7310.92,610,60946.55
AD_0705,Ad Creative 705,CMP_14,Campaign 19,Carousel,Facebook,09-07-24,45-54,Female,80159,7993,7143.05,237,13638.83
AD_0706,Ad Creative 706,CMP_14,Campaign 1,Video,Instagram,24-07-24,25-34,Female,15337,8106,9389.68,637,26249.99
AD_0707,Ad Creative 707,CMP_11,Campaign 20,Text,Facebook,29-07-24,35-44,All,45078,7178,5076.61,237,14904.76
AD_0708,Ad Creative 708,CMP_12,Campaign 16,Video,Facebook,10-07-24,18-24,All,93252,6395,4168.9,982,93002.99
AD_0709,Ad Creative 709,CMP_04,Campaign 14,Text,Instagram,08-07-24,25-34,All,63303,2115,1995.24,177,11419.58
AD_0710,Ad Creative 710,CMP_06,Campaign 6,Image,Facebook,11-07-24,45-54,Male,6176,148,8809.12,91,3834.19
AD_0711,Ad Creative 711,CMP_11,Campaign 12,Image,Instagram,29-07-24,25-34,All,80955,3714,5620.03,123,6614.06
AD_0712,Ad Creative 712,CMP_15,Campaign 15,Image,Facebook,26-07-24,55+,All,67562,9900,1041.87,685,9958.52
AD_0713,Ad Creative 713,CMP_04,Campaign 7,Carousel,Facebook,24-07-24,35-44,All,13362,9215,5073.3,42,1051.44
AD_0714,Ad Creative 714,CMP_12,Campaign 11,Video,Facebook,28-07-24,25-34,Female,57880,8288,7325.65,510,9657.61
AD_0715,Ad Creative 715,CMP_10,Campaign 17,Video,Facebook,09-07-24,35-44,All,54503,107,8348.22,31,1631.52
AD_0716,Ad Creative 716,CMP_17,Campaign 14,Video,Facebook,26-07-24,45-54,Female,98949,6799,6294.59,369,11841.44
AD_0717,Ad Creative 717,CMP_12,Campaign 1,Text,Facebook,25-07-24,18-24,All,53658,7516,8523.98,974,79395.28
AD_0718,Ad Creative 718,CMP_06,Campaign 14,Image,Instagram,25-07-24,18-24,All,67819,1140,3383.37,86,3968.78
AD_0719,Ad Creative 719,CMP_17,Campaign 10,Text,Instagram,29-07-24,55+,Female,84088,2473,5745.79,924,90548.27
AD_0720,Ad Creative 720,CMP_17,Campaign 20,Video,Instagram,15-07-24,25-34,All,94585,5139,3441.9,931,78604.63
AD_0721,Ad Creative 721,CMP_13,Campaign 7,Carousel,Facebook,02-07-24,55+,Female,81846,7244,3452.83,714,59308.27
AD_0722,Ad Creative 722,CMP_03,Campaign 17,Carousel,Instagram,25-07-24,25-34,Male,51127,2064,9919.24,532,18914.47
AD_0723,Ad Creative 723,CMP_10,Campaign 14,Image,Facebook,27-07-24,35-44,Female,3665,3646,5399.56,815,27124.92
AD_0724,Ad Creative 724,CMP_04,Campaign 15,Carousel,Facebook,15-07-24,35-44,Male,82190,8314,1238.57,362,28268.72
AD_0725,Ad Creative 725,CMP_18,Campaign 20,Video,Instagram,10-07-24,35-44,All,97758,9528,7146.61,579,54645.18
AD_0726,Ad Creative 726,CMP_08,Campaign 4,Carousel,Facebook,27-07-24,35-44,Female,93707,9384,1400.14,688,30265.06
AD_0727,Ad Creative 727,CMP_03,Campaign 2,Text,Facebook,16-07-24,25-34,Female,12853,2401,4257.21,728,34277.71
AD_0728,Ad Creative 728,CMP_17,Campaign 13,Carousel,Instagram,21-07-24,45-54,Female,10243,6050,5262.79,693,43618.49
AD_0729,Ad Creative 729,CMP_05,Campaign 17,Video,Instagram,23-07-24,45-54,Male,90320,8020,9732.74,749,63023.16
AD_0730,Ad Creative 730,CMP_15,Campaign 16,Image,Facebook,31-07-24,55+,Female,92353,8408,5291.65,883,64019.59
AD_0731,Ad Creative 731,CMP_19,Campaign 10,Image,Facebook,04-07-24,35-44,Female,15576,9856,4086.49,872,18205.6
AD_0732,Ad Creative 732,CMP_05,Campaign 19,Text,Facebook,30-07-24,35-44,Female,49091,4968,4859.51,301,24443.71
AD_0733,Ad Creative 733,CMP_18,Campaign 12,Image,Facebook,14-07-24,45-54,All,28266,2999,7396.73,838,8537.31
AD_0734,Ad Creative 734,CMP_16,Campaign 20,Video,Facebook,17-07-24,45-54,Female,40603,9269,9002.92,463,37188.83
AD_0735,Ad Creative 735,CMP_20,Campaign 20,Text,Instagram,08-07-24,45-54,Female,87463,7357,8663.52,152,5968.96
AD_0736,Ad Creative 736,CMP_03,Campaign 6,Image,Instagram,18-07-24,18-24,All,70919,750,8900.49,686,52295.26
AD_0737,Ad Creative 737,CMP_02,Campaign 19,Video,Instagram,17-07-24,18-24,Male,73325,1395,9551.71,197,11576.72
AD_0738,Ad Creative 738,CMP_07,Campaign 8,Text,Facebook,26-07-24,55+,All,86288,8713,9623.79,184,6393.38
AD_0739,Ad Creative 739,CMP_01,Campaign 11,Text,Facebook,14-07-24,18-24,All,42009,6583,450.31,603,52809.35
AD_0740,Ad Creative 740,CMP_18,Campaign 6,Carousel,Facebook,06-07-24,35-44,Male,41609,6258,910.71,263,25821.54
AD_0741,Ad Creative 741,CMP_20,Campaign 11,Video,Facebook,23-07-24,18-24,Female,20224,5026,4073.06,975,24596.51
AD_0742,Ad Creative 742,CMP_09,Campaign 13,Image,Facebook,07-07-24,25-34,All,51120,1617,1425.03,327,29551.31
AD_0743,Ad Creative 743,CMP_04,Campaign 9,Image,Instagram,15-07-24,55+,Female,76822,3874,5086.46,504,27920.55
AD_0744,Ad Creative 744,CMP_01,Campaign 9,Image,Facebook,25-07-24,55+,All,8589,7932,4075.23,29,900.06
AD_0745,Ad Creative 745,CMP_17,Campaign 7,Video,Instagram,18-07-24,25-34,Male,16468,4990,4067.76,581,10197.57
AD_0746,Ad Creative 746,CMP_01,Campaign 15,Carousel,Facebook,01-07-24,18-24,Female,70465,6942,9114.97,984,49846.27
AD_0747,Ad Creative 747,CMP_12,Campaign 7,Carousel,Facebook,06-07-24,55+,All,35832,9795,8394.96,256,11318.74
AD_0748,Ad Creative 748,CMP_05,Campaign 18,Carousel,Instagram,07-07-24,55+,All,9176,4925,3953.35,91,1917.18
AD_0749,Ad Creative 749,CMP_15,Campaign 9,Video,Instagram,11-07-24,25-34,Female,41730,5613,2613.97,650,50532.6
AD_0750,Ad Creative 750,CMP_01,Campaign 20,Text,Facebook,29-07-24,18-24,All,78589,5381,9140.23,16,352.57
AD_0751,Ad Creative 751,CMP_13,Campaign 18,Image,Facebook,18-07-24,18-24,All,22755,6769,8952.73,569,41705.98
AD_0752,Ad Creative 752,CMP_20,Campaign 12,Text,Facebook,27-07-24,18-24,Male,58360,2022,9720.4,361,15838.47
AD_0753,Ad Creative 753,CMP_01,Campaign 9,Carousel,Facebook,03-07-24,55+,All,60656,6069,1930.31,958,10387.3
AD_0754,Ad Creative 754,CMP_02,Campaign 9,Text,Facebook,01-07-24,25-34,All,39748,3623,9801.2,239,23196.55
AD_0755,Ad Creative 755,CMP_06,Campaign 18,Video,Facebook,03-07-24,55+,Male,51925,1817,2773.84,890,48976.08
AD_0756,Ad Creative 756,CMP_08,Campaign 17,Carousel,Facebook,28-07-24,18-24,All,97786,1065,2596.61,130,7967.87
AD_0757,Ad Creative 757,CMP_15,Campaign 1,Text,Facebook,28-07-24,35-44,Female,88842,8731,2529.58,629,37998.17
AD_0758,Ad Creative 758,CMP_12,Campaign 17,Image,Facebook,02-07-24,35-44,Female,53340,4489,6801.89,124,6447.11
AD_0759,Ad Creative 759,CMP_03,Campaign 19,Image,Facebook,23-07-24,45-54,Male,69794,7354,52.09,323,8887.26
AD_0760,Ad Creative 760,CMP_04,Campaign 1,Text,Instagram,26-07-24,18-24,All,32775,3225,3292.58,168,2630.2
AD_0761,Ad Creative 761,CMP_08,Campaign 11,Image,Instagram,17-07-24,25-34,Male,82100,5477,2504.47,860,16946.87
AD_0762,Ad Creative 762,CMP_04,Campaign 3,Image,Facebook,13-07-24,35-44,All,78648,7184,957.16,782,39241.59
AD_0763,Ad Creative 763,CMP_10,Campaign 20,Text,Facebook,04-07-24,18-24,All,8533,2089,9191.2,63,3135.68
AD_0764,Ad Creative 764,CMP_14,Campaign 8,Image,Instagram,13-07-24,45-54,Female,6852,2415,3814.86,870,16203.51
AD_0765,Ad Creative 765,CMP_01,Campaign 15,Carousel,Facebook,04-07-24,18-24,Male,81302,1659,6509.39,347,24574.49
AD_0766,Ad Creative 766,CMP_19,Campaign 5,Carousel,Instagram,14-07-24,45-54,All,78020,1106,7894.27,607,16647.16
AD_0767,Ad Creative 767,CMP_02,Campaign 5,Carousel,Instagram,17-07-24,35-44,Female,81386,7284,2431.9,190,15529.14
AD_0768,Ad Creative 768,CMP_20,Campaign 11,Carousel,Instagram,01-07-24,55+,All,76512,8866,1456.67,794,41492.17
AD_0769,Ad Creative 769,CMP_18,Campaign 2,Text,Instagram,07-07-24,25-34,All,86213,2369,2374.25,58,4856.14
AD_0770,Ad Creative 770,CMP_15,Campaign 20,Carousel,Instagram,20-07-24,35-44,Female,26389,1120,1893.96,349,18432.52
AD_0771,Ad Creative 771,CMP_02,Campaign 16,Video,Facebook,21-07-24,25-34,All,43082,2658,4543.29,107,8669.91
AD_0772,Ad Creative 772,CMP_11,Campaign 13,Video,Instagram,06-07-24,18-24,Female,30192,7643,2131.78,638,33984.45
AD_0773,Ad Creative 773,CMP_10,Campaign 15,Video,Instagram,02-07-24,18-24,Male,1306,151,300.66,91,1853.4
AD_0774,Ad Creative 774,CMP_06,Campaign 11,Video,Facebook,07-07-24,18-24,Male,25939,4654,2189.84,178,5977.22
AD_0775,Ad Creative 775,CMP_04,Campaign 11,Video,Instagram,15-07-24,25-34,Female,34323,1657,8314.54,21,469.39
AD_0776,Ad Creative 776,CMP_20,Campaign 14,Image,Facebook,05-07-24,25-34,Male,48814,2807,5269.5,963,78881.31
AD_0777,Ad Creative 777,CMP_14,Campaign 8,Image,Facebook,28-07-24,55+,Female,25134,8725,6943.69,387,14944.25
AD_0778,Ad Creative 778,CMP_05,Campaign 17,Text,Facebook,24-07-24,18-24,Female,19482,5368,533.06,253,20646.08
AD_0779,Ad Creative 779,CMP_17,Campaign 12,Text,Instagram,06-07-24,35-44,All,86976,1062,5086.38,171,13272.63
AD_0780,Ad Creative 780,CMP_16,Campaign 9,Text,Facebook,07-07-24,25-34,Male,49015,8609,4833.23,711,68268.56
AD_0781,Ad Creative 781,CMP_13,Campaign 19,Video,Instagram,09-07-24,55+,Male,59265,3840,2186.33,405,19542.08
AD_0782,Ad Creative 782,CMP_19,Campaign 2,Text,Instagram,14-07-24,45-54,Female,17616,1376,4445.33,302,12575.81
AD_0783,Ad Creative 783,CMP_13,Campaign 1,Video,Instagram,08-07-24,35-44,All,56699,6700,8045.14,376,14487.97
AD_0784,Ad Creative 784,CMP_17,Campaign 18,Image,Instagram,30-07-24,25-34,Male,9956,5883,824.64,923,79225.06
AD_0785,Ad Creative 785,CMP_07,Campaign 11,Carousel,Instagram,24-07-24,35-44,Male,15553,1168,383.29,368,10314.15
AD_0786,Ad Creative 786,CMP_18,Campaign 9,Image,Instagram,10-07-24,35-44,Female,92499,9896,9984.05,141,10957.74
AD_0787,Ad Creative 787,CMP_17,Campaign 5,Text,Facebook,08-07-24,25-34,Female,53193,9501,6553.26,775,40672.28
AD_0788,Ad Creative 788,CMP_15,Campaign 11,Image,Instagram,28-07-24,25-34,Female,30644,8451,7859.85,601,46989.74
AD_0789,Ad Creative 789,CMP_01,Campaign 12,Video,Facebook,10-07-24,18-24,Female,91490,6843,4387.09,214,18567.7
AD_0790,Ad Creative 790,CMP_13,Campaign 18,Carousel,Instagram,19-07-24,18-24,All,86366,5810,2255.29,347,16765.22
AD_0791,Ad Creative 791,CMP_19,Campaign 20,Text,Instagram,07-07-24,45-54,Male,4231,1139,9772.44,157,15618.86
AD_0792,Ad Creative 792,CMP_15,Campaign 10,Image,Facebook,04-07-24,55+,Male,70066,6331,4748.04,192,7602.38
AD_0793,Ad Creative 793,CMP_13,Campaign 10,Video,Facebook,10-07-24,55+,Male,4212,4002,1867.33,27,438.86
AD_0794,Ad Creative 794,CMP_14,Campaign 13,Video,Facebook,05-07-24,55+,Female,59603,941,5185.56,377,9600.05
AD_0795,Ad Creative 795,CMP_05,Campaign 7,Carousel,Instagram,27-07-24,45-54,Male,62695,1126,9550.99,398,34989.36
AD_0796,Ad Creative 796,CMP_15,Campaign 9,Video,Facebook,05-07-24,45-54,Male,79139,9422,3103.48,961,27165.12
AD_0797,Ad Creative 797,CMP_19,Campaign 16,Text,Instagram,19-07-24,18-24,All,52338,9909,2468.78,826,32709.79
AD_0798,Ad Creative 798,CMP_10,Campaign 13,Video,Instagram,08-07-24,25-34,All,11951,4717,8810,661,33755.68
AD_0799,Ad Creative 799,CMP_19,Campaign 4,Text,Facebook,08-07-24,25-34,Female,96117,7079,3846.96,468,32440.45
AD_0800,Ad Creative 800,CMP_07,Campaign 16,Text,Facebook,12-07-24,18-24,Male,82334,8810,6666.74,298,4770.07
AD_0801,Ad Creative 801,CMP_17,Campaign 2,Text,Facebook,03-07-24,45-54,Female,66122,5341,4509.63,419,13721.83
AD_0802,Ad Creative 802,CMP_09,Campaign 4,Video,Instagram,22-07-24,45-54,Female,45053,6542,1944.44,876,11738.15
AD_0803,Ad Creative 803,CMP_15,Campaign 5,Text,Instagram,27-07-24,25-34,Male,60480,1117,5484.51,84,2671.74
AD_0804,Ad Creative 804,CMP_13,Campaign 6,Image,Facebook,22-07-24,35-44,Male,2377,411,2941.8,90,5230.7
AD_0805,Ad Creative 805,CMP_18,Campaign 7,Text,Facebook,27-07-24,55+,All,57767,5866,2167.12,182,2384.21
AD_0806,Ad Creative 806,CMP_20,Campaign 1,Image,Instagram,25-07-24,25-34,Male,86850,1684,6903.62,399,19933.56
AD_0807,Ad Creative 807,CMP_01,Campaign 11,Video,Facebook,08-07-24,18-24,All,49115,3908,914.32,204,9782.09
AD_0808,Ad Creative 808,CMP_11,Campaign 11,Video,Facebook,30-07-24,55+,Female,22014,2736,4157.09,45,886.12
AD_0809,Ad Creative 809,CMP_06,Campaign 1,Text,Instagram,01-07-24,45-54,Male,56093,1979,2138.19,237,9975.77
AD_0810,Ad Creative 810,CMP_20,Campaign 12,Image,Facebook,29-07-24,25-34,Female,60142,3606,6579.79,67,2349.1
AD_0811,Ad Creative 811,CMP_18,Campaign 19,Video,Instagram,31-07-24,18-24,All,39532,9811,9831.03,511,9792.41
AD_0812,Ad Creative 812,CMP_05,Campaign 11,Video,Instagram,28-07-24,45-54,Male,42523,6366,9245.57,694,55122.04
AD_0813,Ad Creative 813,CMP_08,Campaign 17,Image,Facebook,01-07-24,55+,Male,43932,289,3824.02,229,15492.6
AD_0814,Ad Creative 814,CMP_03,Campaign 2,Video,Instagram,16-07-24,35-44,Male,40491,3873,4285.26,755,24098.93
AD_0815,Ad Creative 815,CMP_20,Campaign 15,Carousel,Facebook,09-07-24,35-44,All,19889,6156,6420.57,209,6567.98
AD_0816,Ad Creative 816,CMP_10,Campaign 1,Video,Instagram,11-07-24,25-34,Male,99689,648,7917.9,533,25232.44
AD_0817,Ad Creative 817,CMP_08,Campaign 20,Text,Instagram,06-07-24,45-54,All,70698,885,9883.77,680,55848.85
AD_0818,Ad Creative 818,CMP_05,Campaign 7,Video,Facebook,06-07-24,55+,All,802,66,700.31,62,1693.96
AD_0819,Ad Creative 819,CMP_10,Campaign 6,Video,Facebook,14-07-24,25-34,All,26797,3871,782.11,519,39054.24
AD_0820,Ad Creative 820,CMP_07,Campaign 9,Text,Facebook,31-07-24,35-44,Female,32642,4966,5764.43,292,28351.83
AD_0821,Ad Creative 821,CMP_14,Campaign 5,Text,Facebook,25-07-24,45-54,Female,49518,2748,4414.04,482,26739.59
AD_0822,Ad Creative 822,CMP_06,Campaign 9,Text,Instagram,10-07-24,45-54,Female,10919,4918,5372.21,609,36391.83
AD_0823,Ad Creative 823,CMP_16,Campaign 7,Video,Facebook,01-07-24,18-24,All,49181,9210,4808.7,620,24794.47
AD_0824,Ad Creative 824,CMP_13,Campaign 12,Text,Instagram,10-07-24,55+,Male,95740,6131,4045.85,503,23854.18
AD_0825,Ad Creative 825,CMP_07,Campaign 14,Carousel,Instagram,17-07-24,45-54,All,53590,636,3848.57,127,7734.91
AD_0826,Ad Creative 826,CMP_14,Campaign 8,Video,Instagram,02-07-24,35-44,All,90251,6032,577.52,713,31856.83
AD_0827,Ad Creative 827,CMP_20,Campaign 15,Video,Instagram,08-07-24,55+,All,92620,462,6656.92,357,8321.52
AD_0828,Ad Creative 828,CMP_13,Campaign 13,Image,Facebook,29-07-24,45-54,Male,86858,2644,1167.75,12,219.69
AD_0829,Ad Creative 829,CMP_13,Campaign 19,Carousel,Instagram,25-07-24,18-24,Male,55960,4143,3022.54,708,68740.79
AD_0830,Ad Creative 830,CMP_09,Campaign 7,Text,Instagram,01-07-24,25-34,Female,83395,9381,7975.44,795,66208.01
AD_0831,Ad Creative 831,CMP_14,Campaign 10,Text,Facebook,06-07-24,35-44,Male,216,24,7737.55,2,95.21
AD_0832,Ad Creative 832,CMP_04,Campaign 15,Video,Facebook,07-07-24,18-24,All,92290,2200,4864.97,202,11157.52
AD_0833,Ad Creative 833,CMP_15,Campaign 20,Image,Facebook,03-07-24,35-44,Male,23960,3143,9829.48,265,23438.03
AD_0834,Ad Creative 834,CMP_08,Campaign 16,Text,Facebook,01-07-24,18-24,Female,49519,2042,643.09,283,3585.61
